"tabla","pk_columna","pk_valor","columna","valor_actual","valor_propuesto"
"erp_catalogo_productos","id_producto_erp","156","descripcion","<p><strong>Capacidad</strong>: 50w</p><p><br></p><p>La relaci├â┬│n es 1 w x litros</p><p><br></p><p><strong>USO COMPLETAMENTE SUMERGIBLE: </strong><span style=""color: rgb(102, 102, 102);"">El equipo debe sumergirse completamente en el Acuario ya que usarlo fuera del agua puede causar da├â┬▒os en los empaques o cristal del equipo.&nbsp;</span></p><p><br></p><p><strong>PERILLA REGULADORA: </strong><span style=""color: rgb(102, 102, 102);"">Su equipo cuenta con una perilla en la parte superior&nbsp;la cual le permite regular la temperatura del agua dentro de su acuario, al llegar a la temperatura deseada el calentador se apagara de forma autom├â┬ítica, y se encender├â┬í nuevamente cuando detecte una baja en la temperatura configurada.</span></p><p><br></p><p><strong>TOMA DE CORRIENTE:</strong> <span style=""color: rgb(102, 102, 102);"">Nuestros calentadores est├â┬ín especialmente dise├â┬▒ados para uso completamente sumergido y que usted solo deba conectarlo al toma corriente para comenzar a hacer uso del equipo.&nbsp;</span></p>","<p><strong>Capacidad</strong>: 50w</p><p><br></p><p>La relación es 1 w x litros</p><p><br></p><p><strong>USO COMPLETAMENTE SUMERGIBLE: </strong><span style=""color: rgb(102, 102, 102);"">El equipo debe sumergirse completamente en el Acuario ya que usarlo fuera del agua puede causar daños en los empaques o cristal del equipo.&nbsp;</span></p><p><br></p><p><strong>PERILLA REGULADORA: </strong><span style=""color: rgb(102, 102, 102);"">Su equipo cuenta con una perilla en la parte superior&nbsp;la cual le permite regular la temperatura del agua dentro de su acuario, al llegar a la temperatura deseada el calentador se apagara de forma automática, y se encenderá nuevamente cuando detecte una baja en la temperatura configurada.</span></p><p><br></p><p><strong>TOMA DE CORRIENTE:</strong> <span style=""color: rgb(102, 102, 102);"">Nuestros calentadores están especialmente diseñados para uso completamente sumergido y que usted solo deba conectarlo al toma corriente para comenzar a hacer uso del equipo.&nbsp;</span></p>"
"erp_catalogo_productos","id_producto_erp","157","descripcion","<p><strong>Capacidad</strong>: 100 w</p><p><br></p><p>La relaci├â┬│n es 1 w x litros</p><p><br></p><p><strong>USO COMPLETAMENTE SUMERGIBLE: </strong><span style=""color: rgb(102, 102, 102);"">El equipo debe sumergirse completamente en el Acuario ya que usarlo fuera del agua puede causar da├â┬▒os en los empaques o cristal del equipo.&nbsp;</span></p><p><br></p><p><strong>PERILLA REGULADORA: </strong><span style=""color: rgb(102, 102, 102);"">Su equipo cuenta con una perilla en la parte superior&nbsp;la cual le permite regular la temperatura del agua dentro de su acuario, al llegar a la temperatura deseada el calentador se apagara de forma autom├â┬ítica, y se encender├â┬í nuevamente cuando detecte una baja en la temperatura configurada.</span></p><p><br></p><p><strong>TOMA DE CORRIENTE:</strong> <span style=""color: rgb(102, 102, 102);"">Nuestros calentadores est├â┬ín especialmente dise├â┬▒ados para uso completamente sumergido y que usted solo deba conectarlo al toma corriente para comenzar a hacer uso del equipo.&nbsp;</span></p>","<p><strong>Capacidad</strong>: 100 w</p><p><br></p><p>La relación es 1 w x litros</p><p><br></p><p><strong>USO COMPLETAMENTE SUMERGIBLE: </strong><span style=""color: rgb(102, 102, 102);"">El equipo debe sumergirse completamente en el Acuario ya que usarlo fuera del agua puede causar daños en los empaques o cristal del equipo.&nbsp;</span></p><p><br></p><p><strong>PERILLA REGULADORA: </strong><span style=""color: rgb(102, 102, 102);"">Su equipo cuenta con una perilla en la parte superior&nbsp;la cual le permite regular la temperatura del agua dentro de su acuario, al llegar a la temperatura deseada el calentador se apagara de forma automática, y se encenderá nuevamente cuando detecte una baja en la temperatura configurada.</span></p><p><br></p><p><strong>TOMA DE CORRIENTE:</strong> <span style=""color: rgb(102, 102, 102);"">Nuestros calentadores están especialmente diseñados para uso completamente sumergido y que usted solo deba conectarlo al toma corriente para comenzar a hacer uso del equipo.&nbsp;</span></p>"
"erp_catalogo_productos","id_producto_erp","158","descripcion","<p>Termometro digital aqua-krill aderible grande</p><p>Medidas: 2.3 x 12 cm (ancho x alto)</p><p><br></p><p>Descripci├â┬│n:</p><p>Termometro de calca adherente al cristal por la parte de afuera de la pecera el cual te indicara la temperatura en la se enecunetra el agua macrandote los grados en celsius o fahrentheit.</p><p><br></p><p>Instrucciones: </p><p>Adherirse al exterior del acuario por debajo del nivel del agua. </p><p>Verificar temperatura regularmente</p><p><br></p>","<p>Termometro digital aqua-krill aderible grande</p><p>Medidas: 2.3 x 12 cm (ancho x alto)</p><p><br></p><p>Descripción:</p><p>Termometro de calca adherente al cristal por la parte de afuera de la pecera el cual te indicara la temperatura en la se enecunetra el agua macrandote los grados en celsius o fahrentheit.</p><p><br></p><p>Instrucciones: </p><p>Adherirse al exterior del acuario por debajo del nivel del agua. </p><p>Verificar temperatura regularmente</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","159","descripcion","<p>Alimento para cuyo pellets balanceados</p><p>Cantidad: 850 grs</p><p><br></p><p>Descripci├â┬│n:</p><p><span style=""color: rgb(102, 102, 102);"">Alimento 100% natural para mantener a su cuyo saludable.</span></p><p><span style=""color: rgb(102, 102, 102);"">Fortalece al sistema inmune.</span></p><p><span style=""color: rgb(102, 102, 102);"">Evita la deficiencia de vitamina C.</span></p><p><span style=""color: rgb(102, 102, 102);"">Fortificado con vitaminas y minerales.</span></p><p><span style=""color: rgb(102, 102, 102);"">Bolsa resellable que mantiene fresco el alimento y con todas sus propiedades.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Recomendaciones:</span></p><p><span style=""color: rgb(102, 102, 102);"">Para gazapos (cr├â┬¡as) y cuyos juveniles deben ser alimentados a libre acceso. Cuyos adultos deben ser alimentados con una raci├â┬│n de 25 a 45g diarios (45g equivalen</span></p><p><span style=""color: rgb(102, 102, 102);"">a 1/4 de taza).</span></p><p><br></p>","<p>Alimento para cuyo pellets balanceados</p><p>Cantidad: 850 grs</p><p><br></p><p>Descripción:</p><p><span style=""color: rgb(102, 102, 102);"">Alimento 100% natural para mantener a su cuyo saludable.</span></p><p><span style=""color: rgb(102, 102, 102);"">Fortalece al sistema inmune.</span></p><p><span style=""color: rgb(102, 102, 102);"">Evita la deficiencia de vitamina C.</span></p><p><span style=""color: rgb(102, 102, 102);"">Fortificado con vitaminas y minerales.</span></p><p><span style=""color: rgb(102, 102, 102);"">Bolsa resellable que mantiene fresco el alimento y con todas sus propiedades.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Recomendaciones:</span></p><p><span style=""color: rgb(102, 102, 102);"">Para gazapos (crías) y cuyos juveniles deben ser alimentados a libre acceso. Cuyos adultos deben ser alimentados con una ración de 25 a 45g diarios (45g equivalen</span></p><p><span style=""color: rgb(102, 102, 102);"">a 1/4 de taza).</span></p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","160","descripcion","<p>Foco intense basking spot para reptil</p><p>Volts: 110 v</p><p>Potencia: 75 w</p><p><br></p><p>Descripci├â┬│n:</p><p>Es una bombilla especialmente dise├â┬▒ada como una l├â┬ímpara de luz concentrada.</p><p>El rayo de luz puede enfocarse precisamente en un ├â┬írea para crear un sitio para el calentamiento.</p><p>Aumento del 35 % de luz y calor</p><p>Crea un ├â┬írea de calentamiento para la termo-regulaci├â┬│n</p><p>Aumenta la temperatura del aire</p><p>Emision de luz natural</p><p>Bombilla diurna de propositos multiples</p><p>Incrementa la coloracion del animal</p><p>Se puede combinar con el Night Heat Lamp o Infrared Basking Spot por un ciclo de 24 horas</p><p>La luz y el calor aumentan en un 35% permitiendo as├â┬¡ una mayor separaci├â┬│n entre la fuente luminosa y el sitio elegido para el calentamiento.</p><p>La luz ultravioleta estimula el comportamiento reproductivo de los reptiles.</p><p><br></p><p>Ofrecer a los reptiles un h├â┬íbitat adecuado requiere mantener ciertas condiciones muy espec├â┬¡ficas, sobre todo en cuanto a temperatura.</p><p>Lo ideal es que el ambiente se asemeje lo m├â┬ís posible a su h├â┬íbitat natural.</p><p>Proporciona la temperatura adecuada para el terrario y las condiciones necesarias para los reptiles.</p><p><br></p><p><br></p><p><br></p><p><br></p>","<p>Foco intense basking spot para reptil</p><p>Volts: 110 v</p><p>Potencia: 75 w</p><p><br></p><p>Descripción:</p><p>Es una bombilla especialmente diseñada como una lámpara de luz concentrada.</p><p>El rayo de luz puede enfocarse precisamente en un área para crear un sitio para el calentamiento.</p><p>Aumento del 35 % de luz y calor</p><p>Crea un área de calentamiento para la termo-regulación</p><p>Aumenta la temperatura del aire</p><p>Emision de luz natural</p><p>Bombilla diurna de propositos multiples</p><p>Incrementa la coloracion del animal</p><p>Se puede combinar con el Night Heat Lamp o Infrared Basking Spot por un ciclo de 24 horas</p><p>La luz y el calor aumentan en un 35% permitiendo así una mayor separación entre la fuente luminosa y el sitio elegido para el calentamiento.</p><p>La luz ultravioleta estimula el comportamiento reproductivo de los reptiles.</p><p><br></p><p>Ofrecer a los reptiles un hábitat adecuado requiere mantener ciertas condiciones muy específicas, sobre todo en cuanto a temperatura.</p><p>Lo ideal es que el ambiente se asemeje lo más posible a su hábitat natural.</p><p>Proporciona la temperatura adecuada para el terrario y las condiciones necesarias para los reptiles.</p><p><br></p><p><br></p><p><br></p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","161","descripcion","<p>Foco de d├â┬¡a para reptil</p><p>Potencia: 150 w</p><p>Voltaje: 120- 110 v</p><p><br></p><p>Descripci├â┬│n:</p><p>Es una bombilla especialmente dise├â┬▒ada como una l├â┬ímpara de luz concentrada.</p><p>El rayo de luz puede enfocarse precisamente en un ├â┬írea para crear un sitio para el calentamiento.</p><p>Aumento del 35 % de luz y calor</p><p>Crea un ├â┬írea de calentamiento para la termo-regulaci├â┬│n</p><p>Aumenta la temperatura del aire</p><p>Emision de luz natural</p><p>Bombilla diurna de propositos multiples</p><p>Incrementa la coloracion del animal</p><p>Se puede combinar con el Night Heat Lamp o Infrared Basking Spot por un ciclo de 24 horas</p><p>La luz y el calor aumentan en un 35% permitiendo as├â┬¡ una mayor separaci├â┬│n entre la fuente luminosa y el sitio elegido para el calentamiento.</p><p>La luz ultravioleta estimula el comportamiento reproductivo de los reptiles.</p><p><br></p><p>Ofrecer a los reptiles un h├â┬íbitat adecuado requiere mantener ciertas condiciones muy espec├â┬¡ficas, sobre todo en cuanto a temperatura.</p><p>Lo ideal es que el ambiente se asemeje lo m├â┬ís posible a su h├â┬íbitat natural.</p><p>Proporciona la temperatura adecuada para el terrario y las condiciones necesarias para los reptiles.</p><p><br></p>","<p>Foco de día para reptil</p><p>Potencia: 150 w</p><p>Voltaje: 120- 110 v</p><p><br></p><p>Descripción:</p><p>Es una bombilla especialmente diseñada como una lámpara de luz concentrada.</p><p>El rayo de luz puede enfocarse precisamente en un área para crear un sitio para el calentamiento.</p><p>Aumento del 35 % de luz y calor</p><p>Crea un área de calentamiento para la termo-regulación</p><p>Aumenta la temperatura del aire</p><p>Emision de luz natural</p><p>Bombilla diurna de propositos multiples</p><p>Incrementa la coloracion del animal</p><p>Se puede combinar con el Night Heat Lamp o Infrared Basking Spot por un ciclo de 24 horas</p><p>La luz y el calor aumentan en un 35% permitiendo así una mayor separación entre la fuente luminosa y el sitio elegido para el calentamiento.</p><p>La luz ultravioleta estimula el comportamiento reproductivo de los reptiles.</p><p><br></p><p>Ofrecer a los reptiles un hábitat adecuado requiere mantener ciertas condiciones muy específicas, sobre todo en cuanto a temperatura.</p><p>Lo ideal es que el ambiente se asemeje lo más posible a su hábitat natural.</p><p>Proporciona la temperatura adecuada para el terrario y las condiciones necesarias para los reptiles.</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","162","descripcion","<p>Foco de noche para reptil</p><p>Potencia: 50 w</p><p>Luz: Nocturna</p><p>Para: Anfibios, reptiles, iguanas, ranas, etc.</p><p>Voltaje:110 v</p><p><br></p><p>Descripci├â┬│n:</p><p>Para temperaturas de noche tropical</p><p>Proporciona vision nocturna</p><p>Estimula la actividad nocturna</p><p><span style=""color: rgb(102, 102, 102);"">Esta l├â┬ímpara simula la luz natural de la luna que permite una visi├â┬│n nocturna sin interferir con el ciclo diurno y nocturno del animal.</span></p><p><span style=""color: rgb(102, 102, 102);"">La luz emitida es azulada debido a uso de vidrio color azul.</span></p><p><span style=""color: rgb(102, 102, 102);"">El calor que genera es m├â┬¡nimo pero es suficiente para crear temperaturas de una noche tropical.</span></p><p><span style=""color: rgb(102, 102, 102);"">El bajo voltaje de estas l├â┬ímparas no interfiere con las bajas de temperatura de una noche natural.</span></p>","<p>Foco de noche para reptil</p><p>Potencia: 50 w</p><p>Luz: Nocturna</p><p>Para: Anfibios, reptiles, iguanas, ranas, etc.</p><p>Voltaje:110 v</p><p><br></p><p>Descripción:</p><p>Para temperaturas de noche tropical</p><p>Proporciona vision nocturna</p><p>Estimula la actividad nocturna</p><p><span style=""color: rgb(102, 102, 102);"">Esta lámpara simula la luz natural de la luna que permite una visión nocturna sin interferir con el ciclo diurno y nocturno del animal.</span></p><p><span style=""color: rgb(102, 102, 102);"">La luz emitida es azulada debido a uso de vidrio color azul.</span></p><p><span style=""color: rgb(102, 102, 102);"">El calor que genera es mínimo pero es suficiente para crear temperaturas de una noche tropical.</span></p><p><span style=""color: rgb(102, 102, 102);"">El bajo voltaje de estas lámparas no interfiere con las bajas de temperatura de una noche natural.</span></p>"
"erp_catalogo_productos","id_producto_erp","163","descripcion","<p>Foco infrarrojo</p><p>Potencia: 50 w</p><p>Volts: 110 a 120 v</p><p><br></p><p>Descripci├â┬│n:</p><p>Luz solar esecial</p><p>90% de la energia como calor infrarrojo</p><p>Penetracion optima de calor</p><p>Estimula la actividad natural</p><p>Bombilla de calor diurno para acelerar el crecimiento y una digestion optima.</p><p><span style=""color: rgb(102, 102, 102);"">Emite ondas t├â┬®rmicas infrarrojas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Se puede usar en conjunto con Daytime Heat Lamp o Night Heat Lamp en un ciclo de 24 horas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Una excelente fuente de calor por 24 horas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Aumenta la temperatura en todo el terrario.</span></p><p><span style=""color: rgb(102, 102, 102);"">Aporta el calor necesario para la actividad y la digesti├â┬│n.</span></p><p><span style=""color: rgb(102, 102, 102);"">No interfiere con el ciclo natural de actividad.</span></p><p><span style=""color: rgb(102, 102, 102);"">Ideal para la visi├â┬│n nocturna.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Los radiadores infrarojos&nbsp;son&nbsp;lamparas de incandescencia que irradian energia en el rango infrarrojo</span></p><p><span style=""color: rgb(102, 102, 102);"">Esta radiacion infrarroja calienta el aire en una peque├â┬▒a proporci├â┬│n, penetrando en cambia en los cuerpos expuestos a ella , donde se transforma totalmente en calor. Los campos de aplicacion son variados, utilizandode en avicultura, horticultura, industria, hosteleria, hogar...</span></p><p><span style=""color: rgb(102, 102, 102);"">En la cria de animales, los&nbsp;</span>rayos infrarrojos<span style=""color: rgb(102, 102, 102);"">&nbsp;se pueden utilizar para los animales recien nacidos, ya que al penetrar el calor profundamente en su piel activa la circulacion sanguinea y su metabolismo. Se utilizan con exito con los pollitos, cochinillos, pichones, perros, etc..Los pollitos y otras aves jovenes sometidos a radiaciones infrarrojas,&nbsp;se caracterizan de manera especial por su apetencia extraordinaria.</span></p>","<p>Foco infrarrojo</p><p>Potencia: 50 w</p><p>Volts: 110 a 120 v</p><p><br></p><p>Descripción:</p><p>Luz solar esecial</p><p>90% de la energia como calor infrarrojo</p><p>Penetracion optima de calor</p><p>Estimula la actividad natural</p><p>Bombilla de calor diurno para acelerar el crecimiento y una digestion optima.</p><p><span style=""color: rgb(102, 102, 102);"">Emite ondas térmicas infrarrojas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Se puede usar en conjunto con Daytime Heat Lamp o Night Heat Lamp en un ciclo de 24 horas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Una excelente fuente de calor por 24 horas.</span></p><p><span style=""color: rgb(102, 102, 102);"">Aumenta la temperatura en todo el terrario.</span></p><p><span style=""color: rgb(102, 102, 102);"">Aporta el calor necesario para la actividad y la digestión.</span></p><p><span style=""color: rgb(102, 102, 102);"">No interfiere con el ciclo natural de actividad.</span></p><p><span style=""color: rgb(102, 102, 102);"">Ideal para la visión nocturna.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Los radiadores infrarojos&nbsp;son&nbsp;lamparas de incandescencia que irradian energia en el rango infrarrojo</span></p><p><span style=""color: rgb(102, 102, 102);"">Esta radiacion infrarroja calienta el aire en una pequeña proporción, penetrando en cambia en los cuerpos expuestos a ella , donde se transforma totalmente en calor. Los campos de aplicacion son variados, utilizandode en avicultura, horticultura, industria, hosteleria, hogar...</span></p><p><span style=""color: rgb(102, 102, 102);"">En la cria de animales, los&nbsp;</span>rayos infrarrojos<span style=""color: rgb(102, 102, 102);"">&nbsp;se pueden utilizar para los animales recien nacidos, ya que al penetrar el calor profundamente en su piel activa la circulacion sanguinea y su metabolismo. Se utilizan con exito con los pollitos, cochinillos, pichones, perros, etc..Los pollitos y otras aves jovenes sometidos a radiaciones infrarrojas,&nbsp;se caracterizan de manera especial por su apetencia extraordinaria.</span></p>"
"erp_catalogo_productos","id_producto_erp","164","descripcion","<p>Placa termica para reptil</p><p>Medida: 36 x 14 cm</p><p>Potencia:10 watts</p><p><br></p><p>Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas.</p><p>placa adherible</p><p>Cable de alimentaci├â┬│n universal de 2 puntas</p>","<p>Placa termica para reptil</p><p>Medida: 36 x 14 cm</p><p>Potencia:10 watts</p><p><br></p><p>Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas.</p><p>placa adherible</p><p>Cable de alimentación universal de 2 puntas</p>"
"erp_catalogo_productos","id_producto_erp","165","descripcion","<p>Placa termica para reptil</p><p>Medidas: 18 x 14 cm</p><p>6 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p>","<p>Placa termica para reptil</p><p>Medidas: 18 x 14 cm</p><p>6 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p>"
"erp_catalogo_productos","id_producto_erp","166","descripcion","<p>Placa t├â┬®rmica para reptil</p><p>Medida: 26 x 18 cm</p><p>7 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de 2 puntas</p>","<p>Placa térmica para reptil</p><p>Medida: 26 x 18 cm</p><p>7 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de 2 puntas</p>"
"erp_catalogo_productos","id_producto_erp","167","descripcion","<p>Placa t├â┬®rmica para reptil</p><p>Medidas: 26 x 8 cm</p><p>5 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p><p><br></p>","<p>Placa térmica para reptil</p><p>Medidas: 26 x 8 cm</p><p>5 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","168","descripcion","<p>Placa termica para reptil</p><p>Medida: 36 x 26 cm</p><p>18 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de 2 puntas</p>","<p>Placa termica para reptil</p><p>Medida: 36 x 26 cm</p><p>18 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de 2 puntas</p>"
"erp_catalogo_productos","id_producto_erp","169","descripcion","<p>Placa t├â┬®rmica para reptil</p><p>Medidas: 8 x 14 cm</p><p>4 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripci├â┬│n:placa de calor para reptiles como ara├â┬▒as, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p><p><br></p>","<p>Placa térmica para reptil</p><p>Medidas: 8 x 14 cm</p><p>4 watts</p><p><br></p><p><span style=""color: rgb(94, 98, 120);"">Descripción:placa de calor para reptiles como arañas, iguanas, grecko, ranas, serpientes y mas. </span></p><p>Placa adherible</p><p>Cable de alimentacion universal de clavija 2 puntas</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","171","descripcion","<p>Pa├â┬▒ales para cachorros jovenes</p><p>Cintura: 33cm - 48cm</p><p>Peso: 4- 7 kg</p><p>Contenido: 12 pa├â┬▒ales</p><p><br></p><p>Descripcion:</p><p>Antiescurrimientos</p><p>Superabsorbentes</p><p>Material externo respirable</p><p>Nesutraliza olores</p><p><br></p><p>Sugerencia para:</p><p>Hembras en celo</p><p>Perros con incontinencia o convalecientes</p><p>Perros que haran viajes largos</p><p>Perros nerviosos</p><p><br></p>","<p>Pañales para cachorros jovenes</p><p>Cintura: 33cm - 48cm</p><p>Peso: 4- 7 kg</p><p>Contenido: 12 pañales</p><p><br></p><p>Descripcion:</p><p>Antiescurrimientos</p><p>Superabsorbentes</p><p>Material externo respirable</p><p>Nesutraliza olores</p><p><br></p><p>Sugerencia para:</p><p>Hembras en celo</p><p>Perros con incontinencia o convalecientes</p><p>Perros que haran viajes largos</p><p>Perros nerviosos</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","172","descripcion","<p>Tapete entrenador para perro</p><p>Contenido: 30 tapetes</p><p>Medidas: 56 X 56 cm</p><p><br></p><p>Descripcion:</p><p>Ahora con parches adhesivos y 5 capas</p><p>Contiene atrayente para facilitar el entrenamiento</p><p>Con cubierta antiderrames</p><p>Sin malos olores gracias a su rapida asorbcion y accion desodorante</p><p>Se adiere a pisos y superficies</p><p><br></p><p>Sugerencia para:</p><p><span style=""color: rgb(33, 37, 41);"">Facilita el entrenamiento de tu perro a la hora de ir al ba├â┬▒o ideal para todas las razas </span></p><p><span style=""color: rgb(33, 37, 41);"">Utiliza el tapete para los cachorros y perros que est├â┬ín solos en casa </span></p><p><span style=""color: rgb(33, 37, 41);"">Para perros que est├â┬í en edad avanzada o en recuperaci├â┬│n de alguna cirug├â┬¡a pr├â┬íctico y seguro f├â┬ícil de limpiar y Para educar a tu amigo de forma gradual. </span></p>","<p>Tapete entrenador para perro</p><p>Contenido: 30 tapetes</p><p>Medidas: 56 X 56 cm</p><p><br></p><p>Descripcion:</p><p>Ahora con parches adhesivos y 5 capas</p><p>Contiene atrayente para facilitar el entrenamiento</p><p>Con cubierta antiderrames</p><p>Sin malos olores gracias a su rapida asorbcion y accion desodorante</p><p>Se adiere a pisos y superficies</p><p><br></p><p>Sugerencia para:</p><p><span style=""color: rgb(33, 37, 41);"">Facilita el entrenamiento de tu perro a la hora de ir al baño ideal para todas las razas </span></p><p><span style=""color: rgb(33, 37, 41);"">Utiliza el tapete para los cachorros y perros que están solos en casa </span></p><p><span style=""color: rgb(33, 37, 41);"">Para perros que está en edad avanzada o en recuperación de alguna cirugía práctico y seguro fácil de limpiar y Para educar a tu amigo de forma gradual. </span></p>"
"erp_catalogo_productos","id_producto_erp","173","descripcion","<p>Comedero de pl├â┬ístico para reptil mediano</p><p>Medidas: <span style=""color: rgb(94, 98, 120);"">12 x 8.5 x 4cm (largo x ancho x alto)</span></p><p><br></p><p>Descripcion: Tazon para agua o comida para retiles como iguana, vivora, Tarantula, camaleon, tortugas, geckos pagona, etc.</p><p>Colores: negro, azul, verde (colores sujetos a disponibilidad)</p><p>Material: plastico.</p><p><br></p>","<p>Comedero de plástico para reptil mediano</p><p>Medidas: <span style=""color: rgb(94, 98, 120);"">12 x 8.5 x 4cm (largo x ancho x alto)</span></p><p><br></p><p>Descripcion: Tazon para agua o comida para retiles como iguana, vivora, Tarantula, camaleon, tortugas, geckos pagona, etc.</p><p>Colores: negro, azul, verde (colores sujetos a disponibilidad)</p><p>Material: plastico.</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","174","descripcion","<p>Comedero de pl├â┬ístico para reptil mediano</p><p>Medidas: 7<span style=""color: rgb(94, 98, 120);""> x 7 x 2.5 cm (largo x ancho x alto)</span></p><p><br></p><p>Descripcion: Tazon para agua o comida para retiles como iguana, vivora, Tarantula, camaleon, tortugas, geckos pagona, etc.</p><p>Colores: negro, azul, verde (colores sujetos a disponibilidad)</p><p>Material: plastico.</p><p><br></p>","<p>Comedero de plástico para reptil mediano</p><p>Medidas: 7<span style=""color: rgb(94, 98, 120);""> x 7 x 2.5 cm (largo x ancho x alto)</span></p><p><br></p><p>Descripcion: Tazon para agua o comida para retiles como iguana, vivora, Tarantula, camaleon, tortugas, geckos pagona, etc.</p><p>Colores: negro, azul, verde (colores sujetos a disponibilidad)</p><p>Material: plastico.</p><p><br></p>"
"erp_catalogo_productos","id_producto_erp","175","descripcion","<p>Tapete entrenador para perro</p><p>Contenido: 50 tapetes</p><p>Medidas: 56 X 56 cm</p><p><br></p><p>Descripcion:</p><p>Ahora con parches adhesivos y 5 capas</p><p>Contiene atrayente para facilitar el entrenamiento</p><p>Con cubierta antiderrames</p><p>Sin malos olores gracias a su rapida asorbcion y accion desodorante</p><p>Se adiere a pisos y superficies</p><p><br></p><p>Sugerencia para:</p><p><span style=""color: rgb(33, 37, 41);"">Facilita el entrenamiento de tu perro a la hora de ir al ba├â┬▒o ideal para todas las razas </span></p><p><span style=""color: rgb(33, 37, 41);"">Utiliza el tapete para los cachorros y perros que est├â┬ín solos en casa </span></p><p><span style=""color: rgb(33, 37, 41);"">Para perros que est├â┬í en edad avanzada o en recuperaci├â┬│n de alguna cirug├â┬¡a pr├â┬íctico y seguro f├â┬ícil de limpiar y Para educar a tu amigo de forma gradual. </span></p>","<p>Tapete entrenador para perro</p><p>Contenido: 50 tapetes</p><p>Medidas: 56 X 56 cm</p><p><br></p><p>Descripcion:</p><p>Ahora con parches adhesivos y 5 capas</p><p>Contiene atrayente para facilitar el entrenamiento</p><p>Con cubierta antiderrames</p><p>Sin malos olores gracias a su rapida asorbcion y accion desodorante</p><p>Se adiere a pisos y superficies</p><p><br></p><p>Sugerencia para:</p><p><span style=""color: rgb(33, 37, 41);"">Facilita el entrenamiento de tu perro a la hora de ir al baño ideal para todas las razas </span></p><p><span style=""color: rgb(33, 37, 41);"">Utiliza el tapete para los cachorros y perros que están solos en casa </span></p><p><span style=""color: rgb(33, 37, 41);"">Para perros que está en edad avanzada o en recuperación de alguna cirugía práctico y seguro fácil de limpiar y Para educar a tu amigo de forma gradual. </span></p>"
